,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
40,Munni Mali,Sajag Samaj Party,0,8th Pass,43,"Rs 13,80,000 ~ 13 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
41,Nawal Mondal,IND,0,8th Pass,43,"Rs 69,506 ~ 69 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
42,Nimai Nath,IND,0,5th Pass,48,"Rs 3,076 ~ 3 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
43,Nirmal Kanti Samaddar,BSP,0,Graduate,77,"Rs 20,73,000 ~ 20 Lacs+","Rs 12,000 ~ 12 Thou+",KOLKATA NORTH,WestBengal2021,7
44,Paresh Paul,AITC,3,Graduate,75,"Rs 4,31,03,515 ~ 4 Crore+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
45,Prabir Dasgupta,IND,0,10th Pass,58,"Rs 20,29,411 ~ 20 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
46,Pratip Dasgupta,CPI(M),2,Graduate,47,"Rs 10,84,188 ~ 10 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
47,Praveen Kumar Jain,IND,0,10th Pass,45,"Rs 1,07,028 ~ 1 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
48,Priyanka Tibrewal,BJP,2,Post Graduate,41,"Rs 3,52,81,879 ~ 3 Crore+","Rs 65,70,210 ~ 65 Lacs+",KOLKATA NORTH,WestBengal2021,0
49,Purnima Banerjee,IND,0,8th Pass,42,"Rs 8,42,507 ~ 8 Lacs+","Rs 2,80,000 ~ 2 Lacs+",KOLKATA NORTH,WestBengal2021,0
50,Rajesh Kumar Das,IND,0,10th Pass,33,"Rs 1,15,125 ~ 1 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
51,Rajib Biswas,CPI(M),1,12th Pass,59,"Rs 59,01,127 ~ 59 Lacs+","Rs 18,46,958 ~ 18 Lacs+",KOLKATA NORTH,WestBengal2021,0
52,Rakesh Shaw,IND,0,8th Pass,39,"Rs 32,700 ~ 32 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
53,Ranjit Kumar Thakur,IND,0,Post Graduate,35,"Rs 3,00,985 ~ 3 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
54,Rupa Bagchi,CPI(M),1,Post Graduate,55,"Rs 14,24,076 ~ 14 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
55,Sadhan Pande,AITC,0,Graduate Professional,70,"Rs 5,86,68,291 ~ 5 Crore+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
56,Saleha Tabassum,IND,0,12th Pass,42,"Rs 5,50,890 ~ 5 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
57,Sandipan Biswas,BJP,3,Graduate,65,"Rs 7,82,72,067 ~ 7 Crore+","Rs 1,37,80,331 ~ 1 Crore+",KOLKATA NORTH,WestBengal2021,7
58,Sanjay Nandi,IND,0,Graduate Professional,46,"Rs 54,293 ~ 54 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
59,Santosh Kumar Pathak,INC,9,12th Pass,55,"Rs 6,70,51,504 ~ 6 Crore+","Rs 2,00,45,095 ~ 2 Crore+",KOLKATA NORTH,WestBengal2021,0
60,Sayantan Patra,IND,0,Post Graduate,29,"Rs 2,81,496 ~ 2 Lacs+","Rs 11,00,000 ~ 11 Lacs+",KOLKATA NORTH,WestBengal2021,0
61,Shahawaz Afzal,IND,0,8th Pass,44,"Rs 3,31,545 ~ 3 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
62,Shio Kumar Khatik,BSP,0,8th Pass,47,"Rs 10,32,000 ~ 10 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
63,Shree Narayan Tandon,IND,0,10th Pass,60,"Rs 24,800 ~ 24 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
64,Sibaji Sinha Roy,BJP,0,Graduate,63,"Rs 3,73,000 ~ 3 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
65,Somen Das,IND,0,Graduate,40,"Rs 2,04,040 ~ 2 Lacs+","Rs 5,000 ~ 5 Thou+",KOLKATA NORTH,WestBengal2021,7
66,Somnath Das,IND,0,12th Pass,30,"Rs 38,964 ~ 38 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
67,Subir Das,Bahujan Mukti Party,0,12th Pass,53,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
68,Sumanta Bhowmick,IND,0,10th Pass,60,"Rs 63,40,391 ~ 63 Lacs+","Rs 24,30,402 ~ 24 Lacs+",KOLKATA NORTH,WestBengal2021,0
69,Surajit Ghosh,IND,0,8th Pass,26,"Rs 13,103 ~ 13 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
70,Surendar Tewari,IND,0,12th Pass,53,"Rs 38,900 ~ 38 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
71,Sushanta Ghosh,IND,0,Post Graduate,58,"Rs 37,50,000 ~ 37 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
72,Susovan Dutta,IND,0,Graduate,41,"Rs 33,200 ~ 33 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
73,Swaminath Kori,BSP,0,10th Pass,51,"Rs 22,000 ~ 22 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
74,Swarna Kamal Saha,AITC,0,Graduate Professional,72,"Rs 10,51,94,928 ~ 10 Crore+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
75,Swarnalata Sarkar,Bharatiya Nyay-Adhikar Raksha Party,0,10th Pass,45,"Rs 62,000 ~ 62 Thou+","Rs 80,000 ~ 80 Thou+",KOLKATA NORTH,WestBengal2021,0
76,Tapas Ghosh,IND,0,10th Pass,57,"Rs 5,160 ~ 5 Thou+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
77,Tarkesh Rai,IND,0,10th Pass,41,"Rs 32,33,000 ~ 32 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
78,Tarun Banerjee,Socialist Party (India),0,Graduate,50,"Rs 6,52,500 ~ 6 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
79,Tarun Kumar Das,SUCI(C),0,Post Graduate,63,"Rs 99,18,833 ~ 99 Lacs+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,0
80,Vivek Gupta,AITC,0,Graduate,45,"Rs 31,99,43,060 ~ 31 Crore+",Rs 0 ~,KOLKATA NORTH,WestBengal2021,7
0,Amitava Dutta,IND,0,12th Pass,54,"Rs 5,26,827 ~ 5 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
1,Anirban Saha,Purvanchal Mahapanchayat,0,12th Pass,45,"Rs 15,30,000 ~ 15 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
2,Anita Rajwar,BSP,0,8th Pass,34,"Rs 80,000 ~ 80 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
3,Ashraf Alam,IND,0,8th Pass,40,"Rs 6,008 ~ 6 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
4,Ashutosh Chatterjee,INC,3,Post Graduate,34,"Rs 2,29,99,006 ~ 2 Crore+","Rs 58,54,111 ~ 58 Lacs+",KOLKATA SOUTH,WestBengal2021,0
5,Awadh Kishore Gupta,BJP,3,Graduate,68,"Rs 2,47,45,312 ~ 2 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,7
6,Bikki Rajak,IND,0,5th Pass,30,"Rs 6,026 ~ 6 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
7,Biswajit Halder,IND,0,12th Pass,61,"Rs 13,15,621 ~ 13 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
8,Chandan Mallick,IND,0,8th Pass,35,"Rs 56,746 ~ 56 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
9,Chhanda Saha,Bharatiya Nyay-Adhikar Raksha Party,0,Others,55,"Rs 84,000 ~ 84 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
10,Debashis Nath,IND,1,10th Pass,39,"Rs 1,32,734 ~ 1 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
11,Debasish Kumar,AITC,0,12th Pass,61,"Rs 5,89,79,827 ~ 5 Crore+","Rs 99,68,000 ~ 99 Lacs+",KOLKATA SOUTH,WestBengal2021,0
12,Deepak Prasad Singh,IND,0,Graduate,60,"Rs 12,47,000 ~ 12 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,7
13,Dr. Fuad Halim,CPI(M),2,Graduate Professional,50,"Rs 4,25,69,637 ~ 4 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
14,Firhad Hakim,AITC,1,Graduate,62,"Rs 13,34,24,256 ~ 13 Crore+","Rs 83,79,885 ~ 83 Lacs+",KOLKATA SOUTH,WestBengal2021,7
15,Gopal Ghosh,IND,0,8th Pass,49,"Rs 3,65,743 ~ 3 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
16,Jay Prakash Shaw,IND,0,12th Pass,48,"Rs 17,01,350 ~ 17 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
17,Kalpana Chohan,IND,0,8th Pass,45,"Rs 24,66,000 ~ 24 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
18,Kaushik Ghoshal,IND,0,Graduate Professional,43,"Rs 1,20,79,364 ~ 1 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
19,Lokenath Chatterjee,BJP,0,Graduate Professional,30,"Rs 57,20,334 ~ 57 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
20,Lt. Gen. (Dr.) Subrata Saha,BJP,0,Doctorate,64,"Rs 9,41,31,730 ~ 9 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,10
21,Manjay Kumar Roy,JD(U),0,12th Pass,31,"Rs 6,48,734 ~ 6 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
22,Md Mukhtar,INC,12,10th Pass,52,"Rs 1,12,31,623 ~ 1 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
23,Md. Shadab Khan,INC,1,10th Pass,35,"Rs 45,85,950 ~ 45 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
24,Musarat Parveen,IND,1,8th Pass,37,"Rs 12,60,700 ~ 12 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
25,Narayan Das,IND,0,12th Pass,60,"Rs 10,700 ~ 10 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
26,Niraj Agarwal,IND,0,Graduate Professional,39,"Rs 88,45,622 ~ 88 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
27,Pankaj Thakkar,IND,2,8th Pass,38,"Rs 37,24,454 ~ 37 Lacs+","Rs 14,50,283 ~ 14 Lacs+",KOLKATA SOUTH,WestBengal2021,0
28,Preetam Kundu,IND,0,Graduate Professional,41,"Rs 83,024 ~ 83 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
29,Rajendra Ram Das,BSP,0,12th Pass,45,"Rs 4,15,425 ~ 4 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
30,Romit Chowdhury,National Republic Party Of India,0,Others,43,"Rs 7,30,000 ~ 7 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
31,Rudranil Ghosh,BJP,0,Graduate,47,"Rs 1,69,61,154 ~ 1 Crore+","Rs 69,90,284 ~ 69 Lacs+",KOLKATA SOUTH,WestBengal2021,7
32,Sanjay Dey,IND,0,12th Pass,51,"Rs 19,24,693 ~ 19 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
33,Santanu Saha,IND,0,8th Pass,29,"Rs 15,000 ~ 15 Thou+","Rs 2,00,000 ~ 2 Lacs+",KOLKATA SOUTH,WestBengal2021,0
34,Sarfaraz Khan,BSP,1,10th Pass,45,"Rs 2,44,44,280 ~ 2 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
35,Sekh Sadik Hussain,United Socialist Party,0,8th Pass,41,"Rs 6,84,039 ~ 6 Lacs+","Rs 4,75,900 ~ 4 Lacs+",KOLKATA SOUTH,WestBengal2021,0
36,Sk Jayed Hossain,SUCI(C),0,Graduate Professional,44,"Rs 1,50,40,838 ~ 1 Crore+","Rs 18,40,008 ~ 18 Lacs+",KOLKATA SOUTH,WestBengal2021,0
37,Sobhandeb Chattopadhyay,AITC,0,Graduate Professional,77,"Rs 2,25,58,885 ~ 2 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
38,Subrata Mukherjee,AITC,2,Post Graduate,74,"Rs 1,50,76,361 ~ 1 Crore+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
39,Susmita Pal,SUCI(C),0,10th Pass,57,"Rs 1,37,903 ~ 1 Lacs+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
40,Swapan Das,Bahujan Mukti Party,0,8th Pass,57,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,KOLKATA SOUTH,WestBengal2021,0
41,Zubin Rashid,IND,0,Graduate,41,"Rs 48,67,655 ~ 48 Lacs+","Rs 1,00,172 ~ 1 Lacs+",KOLKATA SOUTH,WestBengal2021,7
0,Abdur Rahim Boxi,AITC,1,12th Pass,57,"Rs 4,34,03,756 ~ 4 Crore+","Rs 10,77,799 ~ 10 Lacs+",MALDA,WestBengal2021,0
1,Abishek Singhania,BJP,0,Graduate,42,"Rs 20,45,754 ~ 20 Lacs+","Rs 1,03,516 ~ 1 Lacs+",MALDA,WestBengal2021,7
2,Aditya Prakash Dasgupta,IND,0,12th Pass,40,"Rs 52,73,110 ~ 52 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
3,Alberuni Zulkarnain,INC,0,Post Graduate,39,"Rs 83,13,723 ~ 83 Lacs+","Rs 9,00,000 ~ 9 Lacs+",MALDA,WestBengal2021,0
4,Amal Kumar Rabidas,Bahujan Mukti Party,0,10th Pass,36,"Rs 11,16,808 ~ 11 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
5,Anil Ch. Mandal,IND,1,10th Pass,54,"Rs 92,31,456 ~ 92 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
6,Arafat Ali,Welfare Party Of India,0,Post Graduate,35,"Rs 20,09,231 ~ 20 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
7,Arun Kumar Biswas,CPI(M),0,10th Pass,51,"Rs 83,68,519 ~ 83 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
8,Ashok Chowdhury,IND,0,8th Pass,40,"Rs 55,80,000 ~ 55 Lacs+","Rs 15,50,000 ~ 15 Lacs+",MALDA,WestBengal2021,0
9,Asif Mehbub,INC,0,Post Graduate,39,"Rs 98,30,960 ~ 98 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
10,Azizul Hoque,INC,0,10th Pass,61,"Rs 1,30,42,648 ~ 1 Crore+","Rs 16,06,996 ~ 16 Lacs+",MALDA,WestBengal2021,0
11,Baburam Kisku,Bahujan Mukti Party,0,Graduate,37,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,MALDA,WestBengal2021,7
12,Basanti Barman,AITC,0,Post Graduate,56,"Rs 1,35,76,086 ~ 1 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
13,Bhakta Prasad Saha,IND,0,8th Pass,34,"Rs 61,119 ~ 61 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
14,Bhupendra Nath Halder (Arjun),INC,3,Graduate,54,"Rs 43,11,352 ~ 43 Lacs+","Rs 4,20,674 ~ 4 Lacs+",MALDA,WestBengal2021,7
15,Bipad Bhanjan Roy,Bahujan Mukti Party,0,12th Pass,27,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
16,Biswanath Mardi,Kamatapur Peoples Party (United),0,10th Pass,29,"Rs 84,160 ~ 84 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
17,Chaitanya Rabidas,BSP,0,Graduate Professional,44,"Rs 35,41,000 ~ 35 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
18,Chanchala Karmakar,BSP,0,8th Pass,55,"Rs 40,10,000 ~ 40 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
19,Chandana Sarkar,AITC,0,Graduate,40,"Rs 1,32,59,970 ~ 1 Crore+","Rs 22,76,970 ~ 22 Lacs+",MALDA,WestBengal2021,7
20,Chinmoy Deb Barman,BJP,1,Post Graduate,37,"Rs 49,07,302 ~ 49 Lacs+","Rs 1,06,402 ~ 1 Lacs+",MALDA,WestBengal2021,0
21,Dalim Mandal,IND,0,12th Pass,29,"Rs 86,500 ~ 86 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
22,Dipankar Ram (Bankat),BJP,0,12th Pass,43,"Rs 6,30,48,773 ~ 6 Crore+","Rs 2,23,411 ~ 2 Lacs+",MALDA,WestBengal2021,0
23,Dulal Sk,INC,0,10th Pass,57,"Rs 60,76,026 ~ 60 Lacs+","Rs 16,07,877 ~ 16 Lacs+",MALDA,WestBengal2021,0
24,Firoz Akhtar,Bahujan Mukti Party,0,Post Graduate,54,"Rs 48,32,253 ~ 48 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
25,Gautam Sarkar,SUCI(C),0,Post Graduate,45,"Rs 6,99,193 ~ 6 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
26,Golam Faruque,Bahujan Mukti Party,0,12th Pass,54,"Rs 4,20,000 ~ 4 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
27,Gopal Chandra Saha,BJP,0,Graduate,44,"Rs 2,41,45,751 ~ 2 Crore+","Rs 14,53,440 ~ 14 Lacs+",MALDA,WestBengal2021,7
28,Gour Chandra Mandal,BJP,1,12th Pass,42,"Rs 4,67,26,850 ~ 4 Crore+","Rs 1,16,14,266 ~ 1 Crore+",MALDA,WestBengal2021,0
29,Harendranath Sarkar,IND,0,Graduate,66,"Rs 20,53,104 ~ 20 Lacs+",Rs 0 ~,MALDA,WestBengal2021,7
30,Isha Khan Choudhury,INC,0,Graduate,49,"Rs 1,13,47,934 ~ 1 Crore+","Rs 1,55,284 ~ 1 Lacs+",MALDA,WestBengal2021,7
31,Jhantu Kumar Rabidas,SUCI(C),0,Post Graduate,47,"Rs 20,50,862 ~ 20 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
32,Joyel Murmu,BJP,0,8th Pass,37,"Rs 32,29,212 ~ 32 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
33,Khatun Najema,INC,0,Graduate,34,"Rs 2,27,82,607 ~ 2 Crore+","Rs 74,97,212 ~ 74 Lacs+",MALDA,WestBengal2021,7
34,Koushik Misra(Saheb),CPI(M),2,Graduate,43,"Rs 97,35,030 ~ 97 Lacs+",Rs 0 ~,MALDA,WestBengal2021,7
35,Krishnendu Narayan Choudhury,AITC,2,Graduate Professional,63,"Rs 2,84,27,869 ~ 2 Crore+","Rs 52,10,513 ~ 52 Lacs+",MALDA,WestBengal2021,0
36,Kurban Ansari,IND,0,8th Pass,39,"Rs 8,98,000 ~ 8 Lacs+","Rs 1,25,000 ~ 1 Lacs+",MALDA,WestBengal2021,0
37,Manjur Alahi Munshi,IND,0,12th Pass,56,"Rs 2,08,75,300 ~ 2 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
38,Md Abdul Ghani,AITC,0,Post Graduate,71,"Rs 4,13,34,000 ~ 4 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
39,Md Ebrahim,CPI(ML)(L),0,10th Pass,60,"Rs 60,97,692 ~ 60 Lacs+","Rs 1,88,080 ~ 1 Lacs+",MALDA,WestBengal2021,0
40,Md Faruque Hossain(Sahityaratna),IUML,0,Post Graduate,45,"Rs 27,94,427 ~ 27 Lacs+","Rs 40,000 ~ 40 Thou+",MALDA,WestBengal2021,0
41,Md Monirul Hasan,Jamat-E-Seratul Mustakim,0,Graduate,52,"Rs 9,57,259 ~ 9 Lacs+",Rs 0 ~,MALDA,WestBengal2021,7
42,Md Oliur Rahaman,IND,0,10th Pass,31,"Rs 7,20,122 ~ 7 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
43,Md Rafiqul Alam,AIFB,0,Post Graduate,49,"Rs 46,00,256 ~ 46 Lacs+","Rs 5,28,853 ~ 5 Lacs+",MALDA,WestBengal2021,0
44,Md. Ali Kalimullah (Nur Hoque),Rashtriya Secular Majlis Party,0,Post Graduate,42,"Rs 3,29,596 ~ 3 Lacs+","Rs 4,10,419 ~ 4 Lacs+",MALDA,WestBengal2021,0
45,Md. Anisur Rahaman,IND,0,12th Pass,55,"Rs 3,25,000 ~ 3 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
46,Md. Kamrul Hoda,BSP,0,Graduate,46,"Rs 4,96,000 ~ 4 Lacs+",Rs 0 ~,MALDA,WestBengal2021,7
47,Md. Matibur Rahaman,BJP,0,8th Pass,33,"Rs 6,29,69,560 ~ 6 Crore+","Rs 75,64,353 ~ 75 Lacs+",MALDA,WestBengal2021,0
48,Md. Mottakin Alam,INC,0,10th Pass,42,"Rs 2,34,86,371 ~ 2 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
49,Md. Nur Islam Sekh,Rashtriya Secular Majlis Party,1,12th Pass,38,"Rs 31,10,000 ~ 31 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
50,Md. Rahim Biswas,IND,0,10th Pass,27,"Rs 12,28,028 ~ 12 Lacs+","Rs 2,62,000 ~ 2 Lacs+",MALDA,WestBengal2021,0
51,Md. Saidul Hoque,IND,0,10th Pass,59,"Rs 16,93,885 ~ 16 Lacs+","Rs 67,802 ~ 67 Thou+",MALDA,WestBengal2021,0
52,Minu Sarkar (Barman),Kamatapur Peoples Party (United),0,Graduate,34,"Rs 46,93,611 ~ 46 Lacs+","Rs 12,00,000 ~ 12 Lacs+",MALDA,WestBengal2021,7
53,Mirana Sarkar,IND,0,8th Pass,40,"Rs 75,000 ~ 75 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
54,Mostaque Alam,INC,0,Post Graduate,64,"Rs 1,68,13,473 ~ 1 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
55,Motiur Rahaman,All India Majlis-E-Ittehadul Muslimeen,1,Post Graduate,32,"Rs 2,27,131 ~ 2 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
56,Mousumi Das,BJP,0,12th Pass,33,"Rs 51,13,001 ~ 51 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
57,Mst Aktari Khatun,Kamatapur Peoples Party (United),0,12th Pass,27,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
58,Mukul Sarkar,BSP,0,Graduate Professional,44,"Rs 46,70,691 ~ 46 Lacs+","Rs 12,07,372 ~ 12 Lacs+",MALDA,WestBengal2021,0
59,Murmu Joy,IND,0,10th Pass,50,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
60,Musaraf Hossain,SUCI(C),0,Post Graduate,36,"Rs 18,364 ~ 18 Thou+",Rs 0 ~,MALDA,WestBengal2021,0
61,Naresh Pal,IND,0,10th Pass,43,"Rs 13,85,526 ~ 13 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
62,Nasmul Hoque,Party for Democratic Socialism,0,8th Pass,41,"Rs 1,20,300 ~ 1 Lacs+","Rs 70,000 ~ 70 Thou+",MALDA,WestBengal2021,0
63,Nihar Ranjan Ghosh,AITC,2,12th Pass,66,"Rs 99,30,903 ~ 99 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
64,Nikhil Chandra Mandal,BSP,0,10th Pass,51,"Rs 1,20,38,382 ~ 1 Crore+","Rs 3,00,000 ~ 3 Lacs+",MALDA,WestBengal2021,0
65,Nirmal Soren,IND,0,Post Graduate,40,"Rs 13,05,012 ~ 13 Lacs+","Rs 4,97,395 ~ 4 Lacs+",MALDA,WestBengal2021,0
66,Payel Khatun,IND,0,10th Pass,28,"Rs 6,97,22,043 ~ 6 Crore+",Rs 0 ~,MALDA,WestBengal2021,0
67,Pratap Koramudi,Ambedkarite Party of India,0,Graduate,28,"Rs 9,044 ~ 9 Thou+",Rs 0 ~,MALDA,WestBengal2021,7
68,Prodip Baskey,AITC,0,Graduate Professional,38,"Rs 58,02,646 ~ 58 Lacs+","Rs 28,68,379 ~ 28 Lacs+",MALDA,WestBengal2021,0
69,Provat Kisku,IND,0,Post Graduate,43,"Rs 28,19,270 ~ 28 Lacs+","Rs 20,40,000 ~ 20 Lacs+",MALDA,WestBengal2021,0
70,Rafiqul Islam,BSP,0,Post Graduate,27,"Rs 28,87,010 ~ 28 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
71,Ram Bilas Mandal,BSP,0,Graduate,38,"Rs 9,20,400 ~ 9 Lacs+",Rs 0 ~,MALDA,WestBengal2021,7
72,Ramchandra Chowdhuri,IND,0,8th Pass,41,"Rs 4,26,872 ~ 4 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
73,Sabina Easmin,IND,0,12th Pass,46,"Rs 39,09,500 ~ 39 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
74,Sabitri Mitra,AITC,0,10th Pass,60,"Rs 64,71,908 ~ 64 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
75,Saidur Rahaman,IND,1,Post Graduate,35,"Rs 20,75,000 ~ 20 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
76,Samar Mukherjee,AITC,0,12th Pass,78,"Rs 65,21,823 ~ 65 Lacs+","Rs 11,91,000 ~ 11 Lacs+",MALDA,WestBengal2021,0
77,Samir Ghosh,IND,1,10th Pass,42,"Rs 37,51,000 ~ 37 Lacs+","Rs 8,00,000 ~ 8 Lacs+",MALDA,WestBengal2021,0
78,Sanatan Rishi,BSP,0,12th Pass,36,"Rs 13,53,500 ~ 13 Lacs+","Rs 10,00,000 ~ 10 Lacs+",MALDA,WestBengal2021,0
79,Santosh Kumar Sarkar,Bahujan Mukti Party,0,Post Graduate,60,"Rs 99,29,000 ~ 99 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
80,Satish Rajbanshi,IND,3,10th Pass,48,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
81,Satish Rajbanshi,IND,3,10th Pass,48,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
82,Shrinath Tudu,BSP,0,8th Pass,37,"Rs 1,63,500 ~ 1 Lacs+","Rs 3,00,000 ~ 3 Lacs+",MALDA,WestBengal2021,0
83,Shyamchand Ghosh,BJP,2,Post Graduate,63,"Rs 4,16,93,916 ~ 4 Crore+","Rs 5,00,000 ~ 5 Lacs+",MALDA,WestBengal2021,0
84,Sk Israil,IND,0,8th Pass,47,"Rs 3,88,567 ~ 3 Lacs+",Rs 0 ~,MALDA,WestBengal2021,0
85,Sk Ziauddin,BJP,1,Graduate Professional,43,"Rs 6,81,245 ~ 6 Lacs+","Rs 35,222 ~ 35 Thou+",MALDA,WestBengal2021,0
